timestamp,average_gas,average_light,average_loudness,average_temperature,average_humidity,average_object,average_ambient,ocupada
2026-05-20 18:50:00,232.9,79.5,1.85,0.0,0.0,25.0523529411765,25.83352941176473,1
2026-05-20 19:00:00,233.0,70.1,1.8,0.0,0.0,24.88700000000003,25.903000000000013,1
2026-05-20 19:10:00,240.45,69.7,1.8,0.0,0.0,25.085555555555587,25.88222222222224,1
2026-05-20 19:20:00,243.15,78.5,1.95,0.0,0.0,24.63000000000004,24.57888888888893,1
2026-05-20 19:30:00,231.9,59.6,1.85,0.0,0.0,24.698000000000043,25.52900000000003,0
2026-05-20 19:40:00,241.55,68.9,1.9,0.0,0.0,24.99300000000003,26.28500000000002,1
2026-05-20 19:50:00,239.2,68.6,1.85,0.0,0.0,24.76600000000004,25.21900000000003,1
2026-05-20 20:00:00,261.0,68.2,1.9,0.0,0.0,24.988000000000028,26.020000000000028,1
2026-05-20 20:10:00,273.25,67.55,1.9,0.0,0.0,25.02500000000004,26.17300000000004,1
2026-05-20 20:20:00,276.1,68.55,1.9,0.0,0.0,25.052000000000028,26.234000000000037,1
2026-05-20 20:30:00,279.95,67.6,1.8,0.0,0.0,24.988888888888923,25.914444444444463,1
2026-05-20 20:40:00,262.85,67.85,1.75,0.0,0.0,24.77947368421056,25.57947368421056,0
2026-05-20 20:50:00,270.3,68.4,1.95,0.0,0.0,25.08777777777781,26.405555555555583,1
2026-05-20 21:00:00,264.15,68.55,1.9,0.0,0.0,25.157058823529443,26.04176470588238,1
